Name	Description
3300019373	assembled Ga0187895_10245351 methyl-coenzyme M reductase alpha subunit
3300019371	assembled Ga0187896_10052822 methyl-coenzyme M reductase alpha subunit
3300019371	assembled Ga0187896_10309541 methyl-coenzyme M reductase alpha subunit
3300019374	assembled Ga0187897_100075743 methyl-coenzyme M reductase alpha subunit
3300019374	assembled Ga0187897_100079429 methyl-coenzyme M reductase alpha subunit
3300019374	assembled Ga0187897_10063555 methyl-coenzyme M reductase alpha subunit
3300019374	assembled Ga0187897_10135301 methyl-coenzyme M reductase alpha subunit
3300019375	assembled Ga0187898_100018130 methyl-coenzyme M reductase alpha subunit
3300019375	assembled Ga0187898_10015238 methyl-coenzyme M reductase alpha subunit
3300019375	assembled Ga0187898_10015484 methyl-coenzyme M reductase alpha subunit
3300019375	assembled Ga0187898_10040722 methyl-coenzyme M reductase alpha subunit
3300019375	assembled Ga0187898_10256843 methyl-coenzyme M reductase alpha subunit
3300019376	assembled Ga0187899_101573981 methyl-coenzyme M reductase alpha subunit
3300018407	assembled Ga0187900_100052712 methyl-coenzyme M reductase alpha subunit
3300018407	assembled Ga0187900_10014569 methyl-coenzyme M reductase alpha subunit
3300018407	assembled Ga0187900_10044681 methyl-coenzyme M reductase alpha subunit
3300018407	assembled Ga0187900_10046531 methyl-coenzyme M reductase alpha subunit
3300019378	assembled Ga0187901_1000341112 methyl-coenzyme M reductase alpha subunit
3300019378	assembled Ga0187901_100040185 methyl-coenzyme M reductase alpha subunit
3300019378	assembled Ga0187901_100334265 methyl-coenzyme M reductase alpha subunit
3300018430	assembled Ga0187902_1000244915 methyl-coenzyme M reductase alpha subunit
3300018430	assembled Ga0187902_100130741 methyl-coenzyme M reductase alpha subunit
3300018427	assembled Ga0187903_1000044258 methyl-coenzyme M reductase alpha subunit
3300018427	assembled Ga0187903_100040016 methyl-coenzyme M reductase alpha subunit
3300018427	assembled Ga0187903_100184935 methyl-coenzyme M reductase alpha subunit
3300020079	assembled Ga0187906_1000005238 methyl-coenzyme M reductase alpha subunit
3300020079	assembled Ga0187906_10014318 methyl-coenzyme M reductase alpha subunit
3300020079	assembled Ga0187906_10027388 methyl-coenzyme M reductase alpha subunit
3300020079	assembled Ga0187906_100353710 methyl-coenzyme M reductase alpha subunit
3300020079	assembled Ga0187906_10101991 methyl-coenzyme M reductase alpha subunit
3300020079	assembled Ga0187906_10171114 methyl-coenzyme M reductase alpha subunit
3300018495	assembled Ga0187908_100309357 methyl-coenzyme M reductase alpha subunit
3300018495	assembled Ga0187908_100453723 methyl-coenzyme M reductase alpha subunit
3300018495	assembled Ga0187908_101320851 methyl-coenzyme M reductase alpha subunit
3300018495	assembled Ga0187908_101911701 methyl-coenzyme M reductase alpha subunit
3300018493	assembled Ga0187909_1000768714 methyl-coenzyme M reductase alpha subunit
3300018493	assembled Ga0187909_102176382 methyl-coenzyme M reductase alpha subunit
3300018493	assembled Ga0187909_102652113 methyl-coenzyme M reductase alpha subunit
3300018493	assembled Ga0187909_102734411 methyl-coenzyme M reductase alpha subunit
3300018878	assembled Ga0187910_100297204 methyl-coenzyme M reductase alpha subunit
3300018878	assembled Ga0187910_100494837 methyl-coenzyme M reductase alpha subunit
3300018878	assembled Ga0187910_100595294 methyl-coenzyme M reductase alpha subunit
3300018878	assembled Ga0187910_101469314 methyl-coenzyme M reductase alpha subunit
3300018878	assembled Ga0187910_101692674 methyl-coenzyme M reductase alpha subunit
3300018878	assembled Ga0187910_103539991 methyl-coenzyme M reductase alpha subunit
3300018494	assembled Ga0187911_100293667 methyl-coenzyme M reductase alpha subunit
3300018494	assembled Ga0187911_100828302 methyl-coenzyme M reductase alpha subunit
3300018494	assembled Ga0187911_101330562 methyl-coenzyme M reductase alpha subunit
3300018494	assembled Ga0187911_102365702 methyl-coenzyme M reductase alpha subunit
3300038590	assembled Ga0188683_000296_3816_5495 methyl-coenzyme M reductase alpha subunit
3300030437	assembled Ga0188687_1001789 methyl-coenzyme M reductase alpha subunit
3300021508	assembled Ga0190283_10043901 methyl-coenzyme M reductase alpha subunit
3300021511	assembled Ga0190284_10042363 methyl-coenzyme M reductase alpha subunit
3300021511	assembled Ga0190284_10075774 methyl-coenzyme M reductase alpha subunit
3300021588	assembled Ga0190285_10017401 methyl-coenzyme M reductase alpha subunit
3300021588	assembled Ga0190285_10017821 methyl-coenzyme M reductase alpha subunit
3300021588	assembled Ga0190285_10025172 methyl-coenzyme M reductase alpha subunit
3300024423	assembled Ga0190286_10025217 methyl-coenzyme M reductase alpha subunit
3300024423	assembled Ga0190286_10031427 methyl-coenzyme M reductase alpha subunit
3300024423	assembled Ga0190286_10041011 methyl-coenzyme M reductase alpha subunit
3300024423	assembled Ga0190286_10098154 methyl-coenzyme M reductase alpha subunit
3300024423	assembled Ga0190286_10130831 methyl-coenzyme M reductase alpha subunit
3300024423	assembled Ga0190286_10313251 methyl-coenzyme M reductase alpha subunit
3300021514	assembled Ga0190293_10037851 methyl-coenzyme M reductase alpha subunit
3300021580	assembled Ga0190294_10001268 methyl-coenzyme M reductase alpha subunit
3300021512	assembled Ga0190303_10015144 methyl-coenzyme M reductase alpha subunit
3300021512	assembled Ga0190303_10029054 methyl-coenzyme M reductase alpha subunit
3300021512	assembled Ga0190303_10412651 methyl-coenzyme M reductase alpha subunit
3300021509	assembled Ga0190304_10039285 methyl-coenzyme M reductase alpha subunit
3300021509	assembled Ga0190304_10040544 methyl-coenzyme M reductase alpha subunit
3300021509	assembled Ga0190304_10330611 methyl-coenzyme M reductase alpha subunit
3300021488	assembled Ga0190305_10182651 methyl-coenzyme M reductase alpha subunit
3300021493	assembled Ga0190306_10148021 methyl-coenzyme M reductase alpha subunit
3300021502	assembled Ga0190307_10031114 methyl-coenzyme M reductase alpha subunit
3300021502	assembled Ga0190307_10222151 methyl-coenzyme M reductase alpha subunit
3300021498	assembled Ga0190309_10077943 methyl-coenzyme M reductase alpha subunit
3300022188	assembled Ga0190313_10203152 methyl-coenzyme M reductase alpha subunit
3300021513	assembled Ga0190315_10005386 methyl-coenzyme M reductase alpha subunit
3300021513	assembled Ga0190315_10026432 methyl-coenzyme M reductase alpha subunit
3300021513	assembled Ga0190315_10329071 methyl-coenzyme M reductase alpha subunit
3300021513	assembled Ga0190315_10395831 methyl-coenzyme M reductase alpha subunit
3300021507	assembled Ga0190316_10043271 methyl-coenzyme M reductase alpha subunit
3300021507	assembled Ga0190316_10048626 methyl-coenzyme M reductase alpha subunit
3300021507	assembled Ga0190316_10049372 methyl-coenzyme M reductase alpha subunit
3300021507	assembled Ga0190316_10060462 methyl-coenzyme M reductase alpha subunit
3300021507	assembled Ga0190316_10329781 methyl-coenzyme M reductase alpha subunit
3300021490	assembled Ga0190330_10021674 methyl-coenzyme M reductase alpha subunit
3300021483	assembled Ga0190331_10105541 methyl-coenzyme M reductase alpha subunit
3300021483	assembled Ga0190331_10107921 methyl-coenzyme M reductase alpha subunit
3300021491	assembled Ga0190332_10146531 methyl-coenzyme M reductase alpha subunit
3300021467	assembled Ga0190334_10114404 methyl-coenzyme M reductase alpha subunit
3300021467	assembled Ga0190334_10391841 methyl-coenzyme M reductase alpha subunit
3300021499	assembled Ga0190337_10025293 methyl-coenzyme M reductase alpha subunit
3300021484	assembled Ga0190345_10111811 methyl-coenzyme M reductase alpha subunit
3300021486	assembled Ga0190346_10026352 methyl-coenzyme M reductase alpha subunit
3300021500	assembled Ga0190347_100043013 methyl-coenzyme M reductase alpha subunit
3300021500	assembled Ga0190347_10012967 methyl-coenzyme M reductase alpha subunit
3300021503	assembled Ga0190348_10003784 methyl-coenzyme M reductase alpha subunit
3300021503	assembled Ga0190348_10020063 methyl-coenzyme M reductase alpha subunit
3300021587	assembled Ga0190351_10002834 methyl-coenzyme M reductase alpha subunit
3300021590	assembled Ga0190354_100007812 methyl-coenzyme M reductase alpha subunit
3300021506	assembled Ga0190358_10032171 methyl-coenzyme M reductase alpha subunit
3300021471	assembled Ga0190359_10074171 methyl-coenzyme M reductase alpha subunit
3300021468	assembled Ga0190360_10067223 methyl-coenzyme M reductase alpha subunit
3300021468	assembled Ga0190360_10121833 methyl-coenzyme M reductase alpha subunit
3300021468	assembled Ga0190360_10302672 methyl-coenzyme M reductase alpha subunit
3300021468	assembled Ga0190360_10628711 methyl-coenzyme M reductase alpha subunit
3300022170	assembled Ga0190366_10102081 methyl-coenzyme M reductase alpha subunit
3300022470	assembled Ga0190367_10327671 methyl-coenzyme M reductase alpha subunit
3300018489	assembled Ga0192804_100017029 methyl-coenzyme M reductase alpha subunit
3300018489	assembled Ga0192804_10015437 methyl-coenzyme M reductase alpha subunit
3300018489	assembled Ga0192804_10066085 methyl-coenzyme M reductase alpha subunit
3300018489	assembled Ga0192804_10101024 methyl-coenzyme M reductase alpha subunit
3300018425	assembled Ga0193580_10130065 methyl-coenzyme M reductase alpha subunit
3300018425	assembled Ga0193580_10281162 methyl-coenzyme M reductase alpha subunit
3300018425	assembled Ga0193580_10462371 methyl-coenzyme M reductase alpha subunit
3300018490	assembled Ga0193584_10319114 methyl-coenzyme M reductase alpha subunit
3300018490	assembled Ga0193584_10392281 methyl-coenzyme M reductase alpha subunit
3300018490	assembled Ga0193584_10684651 methyl-coenzyme M reductase alpha subunit
3300020163	assembled Ga0194039_10000428 methyl-coenzyme M reductase alpha subunit
3300020163	assembled Ga0194039_10001581 methyl-coenzyme M reductase alpha subunit
3300020163	assembled Ga0194039_100252013 methyl-coenzyme M reductase alpha subunit
3300020228	assembled Ga0194040_10002939 methyl-coenzyme M reductase alpha subunit
3300020228	assembled Ga0194040_10100871 methyl-coenzyme M reductase alpha subunit
3300020228	assembled Ga0194040_10199162 methyl-coenzyme M reductase alpha subunit
3300021074	assembled Ga0194044_100166471 methyl-coenzyme M reductase alpha subunit
3300021074	assembled Ga0194044_100225913 methyl-coenzyme M reductase alpha subunit
3300021349	assembled Ga0194052_10239621 methyl-coenzyme M reductase alpha subunit
3300021520	assembled Ga0194053_100020486 methyl-coenzyme M reductase alpha subunit
3300021520	assembled Ga0194053_100146355 methyl-coenzyme M reductase alpha subunit
3300021520	assembled Ga0194053_100147784 methyl-coenzyme M reductase alpha subunit
3300021520	assembled Ga0194053_100226883 methyl-coenzyme M reductase alpha subunit
3300021520	assembled Ga0194053_100805341 methyl-coenzyme M reductase alpha subunit
3300021605	assembled Ga0194054_100003998 methyl-coenzyme M reductase alpha subunit
3300021605	assembled Ga0194054_100060065 methyl-coenzyme M reductase alpha subunit
3300021605	assembled Ga0194054_100267863 methyl-coenzyme M reductase alpha subunit
3300021601	assembled Ga0194061_10499141 methyl-coenzyme M reductase alpha subunit
3300020084	assembled Ga0194110_1000059248 methyl-coenzyme M reductase alpha subunit
3300020084	assembled Ga0194110_1000104218 methyl-coenzyme M reductase alpha subunit
3300020083	assembled Ga0194111_1000278717 methyl-coenzyme M reductase alpha subunit
3300020083	assembled Ga0194111_1000358218 methyl-coenzyme M reductase alpha subunit
3300020109	assembled Ga0194112_1000153625 methyl-coenzyme M reductase alpha subunit
3300020109	assembled Ga0194112_100058669 methyl-coenzyme M reductase alpha subunit
3300020109	assembled Ga0194112_100466913 methyl-coenzyme M reductase alpha subunit
3300020109	assembled Ga0194112_102388161 methyl-coenzyme M reductase alpha subunit
3300020074	assembled Ga0194113_100253638 methyl-coenzyme M reductase alpha subunit
3300018405	assembled Ga0194138_100151521 methyl-coenzyme M reductase alpha subunit
3300019285	assembled Ga0196617_10005165 methyl-coenzyme M reductase alpha subunit
3300019285	assembled Ga0196617_10021115 methyl-coenzyme M reductase alpha subunit
3300020139	assembled Ga0197143_10058997 methyl-coenzyme M reductase alpha subunit
3300021064	assembled Ga0206225_10006174 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_10284813 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_10309841 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_103170410 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_10658441 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_10975061 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_11001381 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_113494645 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_11752373 methyl-coenzyme M reductase alpha subunit
3300019861	assembled Ga0206388_11798375 methyl-coenzyme M reductase alpha subunit
3300020112	assembled Ga0207380_110115913 methyl-coenzyme M reductase alpha subunit
3300020112	assembled Ga0207380_121224911 methyl-coenzyme M reductase alpha subunit
3300027784	assembled Ga0207421_100004086 methyl-coenzyme M reductase alpha subunit
3300027784	assembled Ga0207421_100026302 methyl-coenzyme M reductase alpha subunit
3300027784	assembled Ga0207421_100742491 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_1000106232 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_1000126253 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_1000133317 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_1000534411 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_1000534416 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_100093549 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_100219468 methyl-coenzyme M reductase alpha subunit
3300027863	assembled Ga0207433_100299391 methyl-coenzyme M reductase alpha subunit
3300027043	assembled Ga0207800_100001439 methyl-coenzyme M reductase alpha subunit
3300027664	assembled Ga0207873_10142701 methyl-coenzyme M reductase alpha subunit
3300025499	assembled Ga0207931_10080582 methyl-coenzyme M reductase alpha subunit
3300025499	assembled Ga0207931_10090772 methyl-coenzyme M reductase alpha subunit
3300025442	assembled Ga0208034_100085916 methyl-coenzyme M reductase alpha subunit
3300025419	assembled Ga0208036_10030164 methyl-coenzyme M reductase alpha subunit
3300025448	assembled Ga0208037_100021144 methyl-coenzyme M reductase alpha subunit
3300025448	assembled Ga0208037_10022806 methyl-coenzyme M reductase alpha subunit
3300025446	assembled Ga0208038_100005594 methyl-coenzyme M reductase alpha subunit
3300025762	assembled Ga0208040_10038281 methyl-coenzyme M reductase alpha subunit
3300025762	assembled Ga0208040_10087277 methyl-coenzyme M reductase alpha subunit
3300025762	assembled Ga0208040_10101882 methyl-coenzyme M reductase alpha subunit
3300025762	assembled Ga0208040_10720821 methyl-coenzyme M reductase alpha subunit
3300025393	assembled Ga0208041_100001523 methyl-coenzyme M reductase alpha subunit
3300025393	assembled Ga0208041_100002462 methyl-coenzyme M reductase alpha subunit
