,,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity,Genome Size  * assembled,Gene Count  * assembled
493,,*Microbiome,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Labiotermes labralis P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Lab288 P3",DOE Joint Genome Institute  (JGI),3300010167,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Host-associated,Arthropoda: Insects,Gut,Digestive system,Unclassified,Termite gut,,,,,5684246554,10156125
494,,*Microbiome,Permanent Draft,Terrestrial oil reservoir microbial communities from Alaska,"Terrestrial oil reservoir microbial community from Schrader Bluff Formation, Alaska - SB2",Yale Center for Genome Analysis,3300010235,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Terrestrial oil reservoir microbial communities from Alaska,,,,,,,,,"Illumina MiSeq, ILLUMINA_MI_SEQ",,Complete,Metagenome,Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,produced fluid,,,,,320580580,1009427
495,,*Microbiome,Permanent Draft,Terrestrial oil reservoir microbial communities from Alaska,"Terrestrial oil reservoir microbial community from Schrader Bluff Formation, Alaska - SB1",Yale Center for Genome Analysis,3300010236,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Terrestrial oil reservoir microbial communities from Alaska,,,,,,,,,"Illumina MiSeq, ILLUMINA_MI_SEQ",,Complete,Metagenome,Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,produced fluid,,,,,353640243,1085281
496,,*Microbiome,Permanent Draft,Terrestrial oil reservoir microbial communities from Alaska,"Terrestrial oil reservoir microbial community from Ivishak Formation, Alaska - I2",Yale Center for Genome Analysis,3300010237,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Terrestrial oil reservoir microbial communities from Alaska,,,,,,,,,"Illumina MiSeq, ILLUMINA_HI_SEQ_2500",,Complete,Metagenome,Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,produced fluid,,,,,1260996402,6202418
497,,*Microbiome,Permanent Draft,Terrestrial oil reservoir microbial communities from Alaska,"Terrestrial oil reservoir microbial community from Kuparuk Formation, Alaska - K3",Yale Center for Genome Analysis,3300010239,Environmental,Terrestrial,Oil reservoir,Unclassified,Unclassified,Terrestrial oil reservoir microbial communities from Alaska,,,,,,,,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,produced fluid,,,,,1368912897,6970012
498,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 16_60_3.3_214_A3 metaG",DOE Joint Genome Institute  (JGI),3300010263,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,219399360,342861
499,,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Marine hydrothermal vent microbial communities from Guaymas Basin, Gulf of California to study Microbial Dark Matter (Phase II) - Marker 14 Mat core 4571-4 33-36 cm metaG",DOE Joint Genome Institute  (JGI),3300010264,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,Marine hydrothermal vent,,,,,13337508,30532
500,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 9_31_10_142_A3 metaG",DOE Joint Genome Institute  (JGI),3300010265,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,225419778,353930
501,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 12_48_3.3_201_A2 metaG",DOE Joint Genome Institute  (JGI),3300010267,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,236289755,384323
502,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 8_30_10_142_A2 metaG",DOE Joint Genome Institute  (JGI),3300010268,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,241672141,388702
503,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 13_49_3.3_201_A3 metaG",DOE Joint Genome Institute  (JGI),3300010269,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,254132805,399001
504,,*Microbiome,Permanent Draft,"Animal gut microbial communities from fecal samples from Wisconsin, USA","Capybara group fecal microbial communities from Wisconsin, USA - P827 metagenome",DOE Joint Genome Institute  (JGI),3300010270,Host-associated,Mammals,Digestive system,Large intestine,Fecal,"Animal gut microbial communities from fecal samples from Wisconsin, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Host-associated,Mammals,Large intestine,Digestive system,Fecal,Capybara group fecal,,,,,290838148,400061
505,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 6_20_20_110_A2 metaG",DOE Joint Genome Institute  (JGI),3300010271,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,236514132,402793
506,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 7_21_20_110_A3 metaG",DOE Joint Genome Institute  (JGI),3300010273,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,246696997,406446
507,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 11_42_5_180_A3 metaG",DOE Joint Genome Institute  (JGI),3300010274,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,262498932,409226
508,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 15_59_3.3_214_A2 metaG",DOE Joint Genome Institute  (JGI),3300010276,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,258359976,414327
509,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 4_13_20_68_A1 metaG",DOE Joint Genome Institute  (JGI),3300010277,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,269790837,417407
510,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 1_4_20_6_A1 metaG",DOE Joint Genome Institute  (JGI),3300010281,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,251543013,433938
511,,*Microbiome,Permanent Draft,"Animal gut microbial communities from fecal samples from Wisconsin, USA","Capybara group fecal microbial communities from Wisconsin, USA - P1105 metagenome",DOE Joint Genome Institute  (JGI),3300010282,Host-associated,Mammals,Digestive system,Large intestine,Fecal,"Animal gut microbial communities from fecal samples from Wisconsin, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Host-associated,Mammals,Large intestine,Digestive system,Fecal,Capybara group fecal,,,,,298610105,438804
512,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 2_5_20_6_A2 metaG",DOE Joint Genome Institute  (JGI),3300010285,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,273937062,469978
513,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 3_6_20_6_A3 metaG",DOE Joint Genome Institute  (JGI),3300010286,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,288715018,484913
514,,*Microbiome,Permanent Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 5_19_20_110_A1 metaG",DOE Joint Genome Institute  (JGI),3300010287,Engineered,Bioreactor,Semi-continuous,Anaerobic,Digestate,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA",,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Bioreactor,Anaerobic,Semi-continuous,Digestate,Switchgrass degrading,,,,,323556227,511274
515,,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG",DOE Joint Genome Institute  (JGI),3300010291,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hot (42-90C),Thermal springs,Sediment,Hot spring sediment,,,7.48,,507999722,893655
516,,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Anoxic lake water microbial communities from Lake Kivu, Rwanda to study Microbial Dark Matter (Phase II) - Lake Kivu water 52m metaG",DOE Joint Genome Institute  (JGI),3300010293,Environmental,Aquatic,Freshwater,Lake,Unclassified,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),,,,,,,,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Unclassified,Anoxic lake water,,,,,536143232,1050683
